LastName,FirstName,Age,Class,PassengerOrCrew,Role,Survivor
STONE,Mr Edmund,33,Victualling,Crew,,false
STONE,Mr Edward Thomas,29,Victualling,Crew,,false
STONE,Mrs Martha Evelyn,61,1st Class,Passenger,,true
STOREY,Mr Thomas,59,3rd Class,Passenger,,false
STOYTCHEFF,Mr Ilia,19,3rd Class,Passenger,,false
STRANDBERG,Miss Ida Sofia,22,3rd Class,Passenger,,false
STRANDÉN,Mr Juho Niilosson,30,3rd Class,Passenger,,true
STRANGE,Mr Samuel,38,Engineering,Crew,(Delivery trip only),false
STRAUS,Mr Isidor,67,1st Class,Passenger,,false
STRAUS,Mrs Rosalie Ida,63,1st Class,Passenger,,false
STREET,Mr Thomas Albert,25,Engineering,Crew,,true
STRILIĆ,Mr Ivan,26,3rd Class,Passenger,,false
STRÖM,Miss Telma Matilda,2,3rd Class,Passenger,,false
STRÖM,Mrs Elna Matilda,29,3rd Class,Passenger,,false
STROUD,Mr Edward Alfred Orlando,19,Victualling,Crew,,false
STROUD,Mr Harry John,35,Victualling,Crew,,false
STRUGNELL,Mr John Herbert,34,Victualling,Crew,,false
STUBBINGS,Mr Harry Robert,31,Victualling,Crew,,false
STUBBS,Mr James Henry,28,Engineering,Crew,,false
SUNDERLAND,Mr Victor Francis,20,3rd Class,Passenger,,true
SUNDMAN,Mr Johan Julian,45,3rd Class,Passenger,,true
SUTEHALL,Mr Henry,25,3rd Class,Passenger,,false
SUTTON,Mr Frederick,61,1st Class,Passenger,,false
SVENSSON,Mr Johan,74,3rd Class,Passenger,,false
SVENSSON,Mr Johan Cervin,14,3rd Class,Passenger,,true
SVENSSON,Mr Olof,24,3rd Class,Passenger,,false
SWAN,Mr William,48,Victualling,Crew,,false
SWANE,Mr George,19,2nd Class,Passenger,Servant,false
SWARBRICK,Mr Joseph,22,Engineering,Crew,(Delivery trip only),false
SWARBRICK,Mr William J.,24,Engineering,Crew,(Delivery trip only),false
SWEET,Mr George Frederick,14,2nd Class,Passenger,,false
SWIFT,Mrs Margaret Welles,46,1st Class,Passenger,,true
SYMONDS,Mr John Crane,44,Victualling,Crew,,false
SYMONS,Mr George Thomas Macdonald,24,Deck,Crew,,true
TAGGART,Mr William,23,Engineering,Crew,(Delivery trip only),false
TALBOT,Mr George Frederick Charles,20,Victualling,Crew,,false
TAMLYN,Mr Frederick,23,Deck,Crew,,false
ṬANNŪS MU'AWWAD,Mr Ḥannā,34,3rd Class,Passenger,,false
TANNŪS,Master As'ad,0.42,3rd Class,Passenger,,true
TANNŪS,Mr Bashīr,30,3rd Class,Passenger,,false
ṬANNŪS,Mr Ṭannūs Ḥannā Mu'awwad,16,3rd Class,Passenger,,false
TANNŪS,Mrs Thamīn,16,3rd Class,Passenger,,true
TAUSSIG,Miss Ruth,18,1st Class,Passenger,,true
TAUSSIG,Mr Emil,54,1st Class,Passenger,,false
TAUSSIG,Mrs Tillie,39,1st Class,Passenger,,true
TAYLOR,Mr Bernard Cuthbert,22,Victualling,Crew,,false
TAYLOR,Mr Charles William Frederick,40,Deck,Crew,,false
TAYLOR,Mr Elmer Zebley,48,1st Class,Passenger,,true
TAYLOR,Mr George,23,Engineering,Crew,,true
TAYLOR,Mr J.,42,Engineering,Crew,,false
TAYLOR,Mr John Henry,49,Engineering,Crew,,false
TAYLOR,Mr Leonard,19,Victualling,Crew,,false
TAYLOR,Mr Percy Cornelius,40,2nd Class,Passenger,Musician,false
TAYLOR,Mr William Henry,28,Engineering,Crew,,true
TAYLOR,Mr William John,31,Victualling,Crew,,false
TAYLOR,Mrs Juliet Cummins,49,1st Class,Passenger,,true
TENGLIN,Mr Gunnar Isidor,25,3rd Class,Passenger,,true
TERRELL,Mr Bertram,19,Deck,Crew,,false
TERRILL,Mr Frank,27,Victualling,Crew,,true
TESTONI,Sig. Ercole,23,Restaurant Staff,Crew,,false
TEUTON,Mr Thomas Moore,35,Victualling,Crew,,false
THALER,Mr Montague Donald,17,Victualling,Crew,,false
THAYER,Mr John Borland,17,1st Class,Passenger,,true
THAYER,Mr John Borland,49,1st Class,Passenger,,true
THAYER,Mrs Marian Longstreth,39,1st Class,Passenger,,true
THEISSINGER,Mr Alfred,46,Victualling,Crew,,true
THEOBALD,Mr Thomas Leonard,34,3rd Class,Passenger,,false
THOMAS,Mr Albert Charles,23,Victualling,Crew,,true
THOMAS,Mr Benjamin James,30,Victualling,Crew,,true
THOMAS,Mr John,25,Deck,Crew,(Delivery trip only),false
THOMAS,Mr Joseph Wakefield,23,Engineering,Crew,,false
THOMAS,Mr William,49,Deck,Crew,(Delivery trip only),false
THOMPSON,Mr Alexander Mellis,36,3rd Class,Passenger,,false
THOMPSON,Mr Herbert Henry,25,Victualling,Crew,,false
THOMPSON,Mr Joey,0,1st Class,Passenger,H&W Guarantee Group,false
THOMPSON,Mr John William,36,Engineering,Crew,,true
THORLEY,Mr William Gordon,41,Victualling,Crew,,false
THORN,Mr Harry,25,Victualling,Crew,,false
THORNE,Miss Gertrude Maybelle,37,1st Class,Passenger,,true
THORNEYCROFT,Mr Percival,36,3rd Class,Passenger,,false
THORNEYCROFT,Mrs Florence Kate,32,3rd Class,Passenger,,true
THRELFALL,Mr Thomas,44,Engineering,Crew,,true
THRESHER,Mr George Terrill,25,Engineering,Crew,,true
TIETZ,Sig. Carlo or Karl,27,Restaurant Staff,Crew,,false
TIKKANEN,Mr Juho,32,3rd Class,Passenger,,false
TINSLEY,Mr Thomas,40,Engineering,Crew,(Delivery trip only),false
TIZARD,Mr Arthur Leopold,31,Engineering,Crew,,false
TOBIN,Mr Roger,20,3rd Class,Passenger,,false
TODOROFF,Mr Lalio,23,3rd Class,Passenger,,false
TOMLIN,Mr Ernest Portage,21,3rd Class,Passenger,,false
TOMS,Mr Fred,29,Victualling,Crew,,true
TOOMEY,Miss Ellen Mary,50,2nd Class,Passenger,,true
TOPP,Mr Thomas,27,Victualling,Crew,,false
TÖRBER,Mr Ernst Wilhelm,41,3rd Class,Passenger,,false
TORFA,Mr Assad,20,3rd Class,Passenger,,false
TÖRNQVIST,Mr Johan Vilhelm Henrik,26,3rd Class,Passenger,,true
TOSHACK,Mr James Adamson,30,Victualling,Crew,,false
TOTEVSKI,Mr Hristo Danchev,25,3rd Class,Passenger,,false
TOVEY,Miss,0,2nd Class,Passenger,Cross Channel Passenger,true
TOZER,Mr James,32,Engineering,Crew,,false
TRIGGS,Mr Robert,41,Engineering,Crew,,true
TROUPIANSKY,Mr Moses Aaron,23,2nd Class,Passenger,,false
TROUT,Mrs Jessie Laird,27,2nd Class,Passenger,,true
TROUTT,Miss Edwina Celia,27,2nd Class,Passenger,,true
TU'MAH AL-SAYQALĪ,Mr Assāf Jirjis,29,3rd Class,Passenger,,false
TU'MAH,Master Jirjis Yūsuf,8,3rd Class,Passenger,,true
TU'MAH,Miss Mariyam,9,3rd Class,Passenger,,true
TU'MAH,Mrs Hinnah,27,3rd Class,Passenger,,true
TUCKER,Mr Gilbert Milligan jr,31,1st Class,Passenger,,true
TURČIN,Mr Stjepan,36,3rd Class,Passenger,,false
TURJA,Miss Anna Sofia,18,3rd Class,Passenger,,true
TURKULA,Mrs Hedwig,64,3rd Class,Passenger,,true
TURLEY,Mr Richard,37,Engineering,Crew,,false
TURNER,Mr George Frederick,42,Victualling,Crew,,false
TURNER,Mr Leopold Olerenshaw,28,Victualling,Crew,,false
TURPIN,Mr William John,29,2nd Class,Passenger,,false
TURPIN,Mrs Dorothy Ann,26,2nd Class,Passenger,,false
TURVEY,Mr Charles Thomas,17,Restaurant Staff,Crew,,false
URBINI,Sig. Roberto,20,Restaurant Staff,Crew,,false
URUCHURTU,Don. Manuel Ramirez,39,1st Class,Passenger,,false
VALLER,Mr Arthur,25,Engineering,Crew,(Delivery trip only),false
VALVASSORI,Sig. Ettore Luigi,35,Restaurant Staff,Crew,,false
VAN BILLIARD,Master James William,10,3rd Class,Passenger,,false
VAN BILLIARD,Master Walter John,9,3rd Class,Passenger,,false
VAN BILLIARD,Mr Austin Blyler,35,3rd Class,Passenger,,false
VAN DE VELDE,Mr Johannes Josef,35,3rd Class,Passenger,,false
VAN DEN STEEN,Mr Leo Peter,28,3rd Class,Passenger,,false
VAN DER BRUGGE,Mr Wessel Adrianus,38,Engineering,Crew,,false
VAN DER HOEF,Mr Wyckoff,61,1st Class,Passenger,,false
VAN IMPE,Miss Catharina,10,3rd Class,Passenger,,false
VAN IMPE,Mr Jean Baptiste,36,3rd Class,Passenger,,false
VAN IMPE,Mrs Rosalie Paula,30,3rd Class,Passenger,,false
VAN MELCKEBEKE,Mr Philemon,23,3rd Class,Passenger,,false
VANDERCRUYSSEN,Mr Victor,46,3rd Class,Passenger,,false
VANDERPLANCKE,Miss Augusta Maria,18,3rd Class,Passenger,,false
VANDERPLANCKE,Mr Julius,31,3rd Class,Passenger,,false
VANDERPLANCKE,Mr Leo Edmondus,15,3rd Class,Passenger,,false
VANDERPLANCKE,Mrs Emelie Maria,31,3rd Class,Passenger,,false
VANDEWALLE,Mr Nestor Cyriel,28,3rd Class,Passenger,,false
VARTANIAN,Mr David,22,3rd Class,Passenger,,true
VEAL,Mr Arthur,36,Engineering,Crew,,false
VEAL,Mr James,40,2nd Class,Passenger,,false
VEAL,Mr Thomas Henry Edom,38,Victualling,Crew,,false
VEAR,Mr Henry,33,Engineering,Crew,,false
VEAR,Mr William,34,Engineering,Crew,,false
VESTRÖM,Miss Hulda Amanda Adolfina,14,3rd Class,Passenger,,false
VICAT,Sig. Alphonse Jean Eugene,21,Restaurant Staff,Crew,,false
VIGOTT,Mr Philip Francis,32,Deck,Crew,,true
VILLVARLANGE,Mr Pierre Léon Gabriel,19,Restaurant Staff,Crew,,false
VINE,Mr Herbert Thomas Gordon,17,Restaurant Staff,Crew,,false
VIONI,Sig. Roberto,25,Restaurant Staff,Crew,,false
VÖGELIN-DUBACH,Sig. Johannes,35,Restaurant Staff,Crew,,false
VOVK,Mr Janko,21,3rd Class,Passenger,,false
VULCHEV,Mr Minko Anghelov,26,3rd Class,Passenger,,false
WAELENS,Mr Achille,22,3rd Class,Passenger,,false
WAKE,Mr Percy,37,Victualling,Crew,,false
WALKER,Mr Robert,43,Engineering,Crew,(Delivery trip only),false
WALKER,Mr William Anderson,48,1st Class,Passenger,,false
WALLACE,Mr Robert,26,Engineering,Crew,(Delivery trip only),false
WALLCROFT,Miss Ellen 'Nellie',36,2nd Class,Passenger,,true
WALLIS,Mrs Catherine Jane,36,Victualling,Crew,,false
WALLS,Mr James,32,Engineering,Crew,(Delivery trip only),false
WALPOLE,Mr James,48,Victualling,Crew,,false
WALSH,Miss Catherine,42,Victualling,Crew,,false
WARD,Miss Annie Moore,37,1st Class,Passenger,Servant,true
WARD,Mr Arthur,23,Engineering,Crew,,false
WARD,Mr Edward Bryon,34,Victualling,Crew,,false
WARD,Mr James William,31,Engineering,Crew,,false
WARD,Mr Percy Thomas,40,Victualling,Crew,,false
WARD,Mr William,24,Engineering,Crew,(Delivery trip only),true
WARD,Mr William,37,Victualling,Crew,,true
WARDNER,Mr Fred Albert,40,Engineering,Crew,,false
WARE,Mr Frederick,35,3rd Class,Passenger,,false
WARE,Mr John James,46,2nd Class,Passenger,,false
WARE,Mr William Jeffery,22,2nd Class,Passenger,,false
WARE,Mrs Florence Louise,32,2nd Class,Passenger,,true
WAREHAM,Mr Robert Arthur,37,Victualling,Crew,,false
WARREN,Mr Charles William,31,3rd Class,Passenger,,false
WARREN,Mr Frank Manley,63,1st Class,Passenger,,false
WARREN,Mrs Anna Sophia,60,1st Class,Passenger,,true
WARWICK,Mr Tom,25,Victualling,Crew,,false
WATERIDGE,Mr Edward Lewis,26,Engineering,Crew,,false
WATSON,Mr Ennis Hastings,18,2nd Class,Passenger,H&W Guarantee Group,false
WATSON,Mr William,27,Engineering,Crew,,false
WATSON,Mr William Albert,14,Victualling,Crew,,false
WATT,Miss Robertha Josephine,12,2nd Class,Passenger,,true
WATT,Mrs Elizabeth,40,2nd Class,Passenger,,true
WAUGH,Mr James,26,Engineering,Crew,(Delivery trip only),false
WAZNAH,Mr Yūsuf Ahmad,23,3rd Class,Passenger,,false
WEATHERSTON,Mr Thomas Herbert,25,Victualling,Crew,,false
WEBB,Mr Brook Holding,50,Victualling,Crew,,false
WEBB,Mr Samuel Francis,28,Engineering,Crew,,false
WEBBER,Miss Susan,38,2nd Class,Passenger,,true
WEBBER,Mr Francis Albert,30,Engineering,Crew,,false
WEBBER,Mr James,66,3rd Class,Passenger,,false
WEIKMAN,Mr Augustus Henry,52,Victualling,Crew,,true
WEIR,Colonel John,61,1st Class,Passenger,,false
WEISZ,Mr Léopold,37,2nd Class,Passenger,,false
WEISZ,Mrs Mathilde Françoise,37,2nd Class,Passenger,,true
WELCH,Mr William Harold,21,Victualling,Crew,,false
WELLER,Mr William Clifford,30,Deck,Crew,,true
WELLS,Master Ralph Lester,2,2nd Class,Passenger,,true
WELLS,Miss Joan,4,2nd Class,Passenger,,true
WELLS,Mrs Addie Dart,29,2nd Class,Passenger,,true
WELSH,Mr Patrick,50,Engineering,Crew,(Delivery trip only),false
WENDEL,Mr Olof Edvin,20,3rd Class,Passenger,,false
WENNERSTRÖM,Mr August,27,3rd Class,Passenger,,true
WEST,Miss Barbara Joyce,0.83,2nd Class,Passenger,,true
WEST,Miss Constance Miriam,4,2nd Class,Passenger,,true
WEST,Mr Edwy Arthur,36,2nd Class,Passenger,,false
WEST,Mrs Ada Mary,33,2nd Class,Passenger,,true
WHEADON,Mr Edward Henry,65,2nd Class,Passenger,,false
WHEAT,Mr Joseph Thomas,30,Victualling,Crew,,true
WHEELER,Mr Edwin Charles,26,2nd Class,Passenger,Servant,false
WHEELTON,Mr Edenser Edward,28,Victualling,Crew,,true
WHILEMS,Mr Charles,31,2nd Class,Passenger,,true
WHINNERY,Mr Hugh,41,Engineering,Crew,(Delivery trip only),false
WHITE,Mr Albert,17,Engineering,Crew,,false
WHITE,Mr Alfred,32,Engineering,Crew,,true
WHITE,Mr Arthur,37,Victualling,Crew,,false
WHITE,Mr Edward Joseph,27,Victualling,Crew,,false
WHITE,Mr Frank Leonard,27,Engineering,Crew,,false
WHITE,Mr Leonard Lisle Oliver,32,Victualling,Crew,,false
WHITE,Mr Percival Wayland,54,1st Class,Passenger,,false
WHITE,Mr Richard Frasar,21,1st Class,Passenger,,false
WHITE,Mr William George,23,Engineering,Crew,,true
WHITE,Mrs Ella,55,1st Class,Passenger,,true
WHITELEY,Mr Thomas Arthur,18,Victualling,Crew,,true
WHITFORD,Mr Alfred Henry,39,Victualling,Crew,,false
WICK,Col. George Dennick,57,1st Class,Passenger,,false
WICK,Miss Mary Natalie,31,1st Class,Passenger,,true
WICK,Mrs Mary Peebles,45,1st Class,Passenger,,true
WIDEGREN,Mr Carl Peter,51,3rd Class,Passenger,,false
WIDENER,Mr George Dunton,50,1st Class,Passenger,,false
WIDENER,Mr Harry Elkins,27,1st Class,Passenger,,false
WIDENER,Mrs Eleanor,50,1st Class,Passenger,,true
WIDGERY,Mr Isaac George,37,Victualling,Crew,,true
WIKLUND,Mr Jakob Alfred,17,3rd Class,Passenger,,false
WIKLUND,Mr Karl Johan,18,3rd Class,Passenger,,false
WILDE,Mr Henry Tingle,39,Deck,Crew,Titanic Officers,false
WILDING,Mr Edward,0,1st Class,Passenger,,false
WILKES,Mrs Ellen,47,3rd Class,Passenger,,true
WILKINSON,Mrs Elizabeth Anne,30,2nd Class,Passenger,,true
WILLARD,Miss Constance,21,1st Class,Passenger,,true
WILLER,Mr Aaron,37,3rd Class,Passenger,,false
WILLEY,Mr Edward John,21,3rd Class,Passenger,,false
WILLIAMS,Mr Arthur John,42,Victualling,Crew,,false
WILLIAMS,Mr Charles Duane,51,1st Class,Passenger,,false
WILLIAMS,Mr Charles Eugene,23,2nd Class,Passenger,,true
WILLIAMS,Mr Fletcher Fellowes Lambert,43,1st Class,Passenger,,false
WILLIAMS,Mr Howard Hugh,28,3rd Class,Passenger,,false
WILLIAMS,Mr Leslie,24,3rd Class,Passenger,,false
WILLIAMS,Mr Richard Norris,21,1st Class,Passenger,,true
WILLIAMS,Mr Samuel Solomon,28,Engineering,Crew,,false
WILLIAMS,Mr Walter John,28,Victualling,Crew,,true
WILLIAMSON,Mr James Bertram,35,Victualling,Crew,Postal Clerk,false
WILLIS,Mr William,59,Victualling,Crew,,false
WILLSHER,Mr William Aubrey,33,Victualling,Crew,,false
WILSON,Miss Helen Alice,33,1st Class,Passenger,Servant,true
WILSON,Mr Herbert 'Bertie',28,Engineering,Crew,,false
WILTON,Mr William Edward,53,Engineering,Crew,,false
WINDEBANK,Mr Alfred Edgar,38,Victualling,Crew,Substitute Crew,true
WINDELØV,Mr Einar,21,3rd Class,Passenger,,false
WINSER,Mr Rowland,36,Victualling,Crew,,false
WIRZ,Mr Albert,17,3rd Class,Passenger,,false
WISEMAN,Mr Philippe,53,3rd Class,Passenger,,false
WITCHER,Mr Albert Ernest,39,Engineering,Crew,,false
WITT,Mr Henry Dennis,37,Engineering,Crew,Substitute Crew,false
WITTER,Mr James William Cheetham,31,Victualling,Crew,,true
WITTEVRONGEL,Mr Camilius Aloysius,36,3rd Class,Passenger,,false
WITTMAN,Mr Henry,38,Victualling,Crew,,false
WITTS,Mr William Francis,35,Engineering,Crew,,false
WOOD,Mr Henry,31,Engineering,Crew,,false
WOOD,Mr James Thomas,49,Victualling,Crew,,false
WOODFORD,Mr Frederick Ernest,40,Engineering,Crew,,false
WOODMEY,Mr Robert,41,Engineering,Crew,(Delivery trip only),false
WOODS,Mr Hugh,28,Engineering,Crew,(Delivery trip only),false
WOODWARD,Mr John Wesley,32,2nd Class,Passenger,Musician,false
WOODY,Mr Oscar Scott,41,Victualling,Crew,Postal Clerk,false
WOOLNER,Mr Hugh,45,1st Class,Passenger,,true
WORMALD,Mr Henry Frederick Charles,45,Victualling,Crew,,false
WORTHMAN,Mr William Henry,37,Engineering,Crew,,false
WOTTON,Mr Henry Swaffin,54,1st Class,Passenger,Cross Channel Passenger,true
WRAPSON,Mr Frederick Bernard,18,Victualling,Crew,,false
WRIGHT,Miss Marion,26,2nd Class,Passenger,,true
WRIGHT,Mr Frederick,24,Victualling,Crew,,false
WRIGHT,Mr George,62,1st Class,Passenger,,false
WRIGHT,Mr William,47,Victualling,Crew,,true
WYETH,Mr James Robert,25,Engineering,Crew,,false
WYNN,Mr William,41,Deck,Crew,,true
YAZBAK,Mr Antūn Mūsà,27,3rd Class,Passenger,,false
YAZBAK,Mrs Sīlānah Iskandar Nāsīf Abī Dāghir,17,3rd Class,Passenger,,true
YEARSLEY,Mr Harry,40,Victualling,Crew,,true
YONKOV,Mr Lazar “Lalyo”,23,3rd Class,Passenger,,false
YOUNG,Miss Marie Grice,36,1st Class,Passenger,,true
YOUNG,Mr Francis James,32,Engineering,Crew,,false
YOUSSIFF (SAM'AAN),Mr Gerios,45,3rd Class,Passenger,,false
YŪSUF,Master Michael (Shafīq) Peter,4,3rd Class,Passenger,,true
YŪSUF,Miss Nabīah (Mary),2,3rd Class,Passenger,,true
YŪSUF,Mrs Kātrīn,23,3rd Class,Passenger,,true
YVOIS,Miss Henriette Virginie,22,2nd Class,Passenger,,false
ZAKARIAN,Mr Mapriededer,22,3rd Class,Passenger,,false
ZAKARIAN,Mr Ortin,27,3rd Class,Passenger,,false
ZANETTI,Sig. Minio,20,Restaurant Staff,Crew,,false
ZARRACCHI,Sig. L.,26,Restaurant Staff,Crew,,false
ZIMMERMANN,Mr Leo,29,3rd Class,Passenger,,false
